name,stuff,bv,difficulty,tags,methods,tools
海带丝拌豆腐丝,,Screenshot_20240716_100040_com_x_626_y_19218_w_528_h_528.png,,,,
清蒸茄子,,Screenshot_20240716_095700_com_x_626_y_5422_w_528_h_528.png,,,,
燕麦米饭,,Screenshot_20240715_230429_com_x_66_y_13792_w_528_h_528.png,,,,
时蔬蛋饼,,Screenshot_20240715_225847_com_x_66_y_27254_w_528_h_528.png,,,,
玉米芝士焗菠菜,,Screenshot_20240716_100345_com_x_626_y_19048_w_528_h_528.png,,,,
虾仁沙拉,,Screenshot_20240716_095809_com_x_626_y_12256_w_528_h_528.png,,,,
烫芥蓝,,Screenshot_20240716_095342_com_x_66_y_28096_w_528_h_528.png,,,,
丝瓜嘎鱼汤,,Screenshot_20240716_095700_com_x_626_y_39244_w_528_h_528.png,,,,
香煎三文鱼,,Screenshot_20240716_095445_com_x_66_y_15352_w_528_h_528.png,,,,
冬瓜番茄虾米汤+蒸玉米,,Screenshot_20240715_225746_com_x_66_y_15080_w_528_h_528.png,,,,
蛋煎馒头片,,Screenshot_20240716_095342_com_x_626_y_6320_w_528_h_528.png,,,,
酸奶玉米挞,,Screenshot_20240716_095918_com_x_626_y_5314_w_528_h_528.png,,,,
自制麻辣烫,,Screenshot_20240715_225746_com_x_66_y_38290_w_528_h_528.png,,,,
每日坚果,,Screenshot_20240716_095445_com_x_66_y_4766_w_528_h_528.png,,,,
无糖酸奶+黄瓜,,Screenshot_20240716_100040_com_x_626_y_7298_w_528_h_528.png,,,,
时蔬炒虾仁+蒸紫薯配坚果,,Screenshot_20240715_225634_com_x_66_y_16300_w_528_h_528.png,,,,
香煎牛排+苹果+脫脂牛奶,,Screenshot_20240716_095918_com_x_66_y_5314_w_528_h_528.png,,,,
枸杞鸡蛋羹+蒸山药,,Screenshot_20240716_095700_com_x_66_y_3728_w_528_h_528.png,,,,
三色大拌菜,,Screenshot_20240715_224736_com_x_626_y_22914_w_528_h_528.png,,,,
炒鸡蛋,,Screenshot_20240716_100040_com_x_66_y_19214_w_528_h_528.png,,,,
南瓜小米粥,,Screenshot_20240716_100040_com_x_66_y_15220_w_528_h_528.png,,,,
炒鸡蛋,,Screenshot_20240716_100040_com_x_626_y_28547_w_528_h_528.png,,,,
家焖带鱼,,Screenshot_20240715_230429_com_x_626_y_36418_w_528_h_528.png,,,,
煮鸡蛋,,Screenshot_20240715_225534_com_x_626_y_8672_w_528_h_528.png,,,,
市售黑麦吐司,,Screenshot_20240715_225534_com_x_66_y_1846_w_528_h_528.png,,,,
小鸡炖蘑菇,,Screenshot_20240716_095553_com_x_66_y_20898_w_528_h_528.png,,,,
鸡肉丸子炖白菜,,Screenshot_20240716_095445_com_x_626_y_23634_w_528_h_528.png,,,,
水煮毛豆,,Screenshot_20240715_230429_com_x_626_y_7499_w_528_h_528.png,,,,
紫米馒头+冬瓜豆腐汤+香菇油菜,,Screenshot_20240715_230007_com_x_66_y_32600_w_528_h_528.png,,,,
全麦面包片,,Screenshot_20240715_225847_com_x_626_y_2090_w_528_h_528.png,,,,
燕麦米饭,,Screenshot_20240715_230115_com_x_626_y_19012_w_528_h_528.png,,,,
香菇牛肉焖饭,,Screenshot_20240715_225219_com_x_66_y_6614_w_528_h_528.png,,,,
蒸红薯,,Screenshot_20240715_225008_com_x_66_y_32592_w_528_h_528.png,,,,
土豆炖牛肉,,Screenshot_20240716_095225_com_x_66_y_3416_w_528_h_528.png,,,,
蒜蓉茼蒿,,Screenshot_20240715_230531_com_x_66_y_2126_w_528_h_528.png,,,,
西葫芦蛋饼,,Screenshot_20240716_095918_com_x_626_y_29616_w_528_h_528.png,,,,
黑胡椒三文鱼,,Screenshot_20240716_100214_com_x_626_y_3959_w_528_h_528.png,,,,
黃瓜拌豬肝,,Screenshot_20240716_100040_com_x_626_y_20694_w_528_h_528.png,,,,
酱牛肉,,Screenshot_20240716_100040_com_x_626_y_17508_w_528_h_528.png,,,,
面包+牛奶+圣女果+橙子,,Screenshot_20240716_095553_com_x_66_y_16318_w_528_h_528.png,,,,
清蒸茄子,,Screenshot_20240715_230115_com_x_626_y_12724_w_528_h_528.png,,,,
香蕉燕麦蛋糕,,Screenshot_20240715_230224_com_x_66_y_7712_w_528_h_528.png,,,,
蒜苗炒鴨血+紫米粥,,Screenshot_20240716_095700_com_x_66_y_25184_w_528_h_528.png,,,,
大米小米粥+香椿炒鸡蛋+香梨,,Screenshot_20240716_095553_com_x_66_y_7358_w_528_h_528.png,,,,
豆腐煲,,Screenshot_20240716_095809_com_x_66_y_14544_w_528_h_528.png,,,,
西芹炒豆干,,Screenshot_20240716_100040_com_x_66_y_6634_w_528_h_528.png,,,,
脱脂牛奶+复合维生素,,Screenshot_20240715_225534_com_x_66_y_33730_w_528_h_528.png,,,,
豆豉炒鸡丁,,Screenshot_20240716_100214_com_x_626_y_15879_w_528_h_528.png,,,,
玉米窝窝头,,Screenshot_20240715_225847_com_x_66_y_10746_w_528_h_528.png,,,,
拌菠菜豆腐丝,,Screenshot_20240715_225219_com_x_66_y_14104_w_528_h_528.png,,,,
北非蛋可丽饼,,Screenshot_20240715_224736_com_x_626_y_7892_w_528_h_528.png,,,,
厚蛋烧+火龙果,,Screenshot_20240716_095918_com_x_66_y_19470_w_528_h_528.png,,,,
紫菜蛋花汤,,Screenshot_20240715_230115_com_x_66_y_2792_w_528_h_528.png,,,,
香煎龙利鱼,,Screenshot_20240715_230007_com_x_66_y_39586_w_528_h_528.png,,,,
菌菇蔬菜面,,Screenshot_20240716_095445_com_x_66_y_30374_w_528_h_528.png,,,,
中式三明治,,Screenshot_20240716_100345_com_x_66_y_9942_w_528_h_528.png,,,,
蒸红薯,,Screenshot_20240715_225351_com_x_66_y_19832_w_528_h_528.png,,,,
猕猴桃100克,,Screenshot_20240716_100345_com_x_66_y_22148_w_528_h_528.png,,,,
哈密瓜蓝莓酸奶杯,,Screenshot_20240715_225746_com_x_66_y_9332_w_528_h_528.png,,,,
土豆鸡蛋豌豆沙拉,,Screenshot_20240715_230115_com_x_66_y_29290_w_528_h_528.png,,,,
鹰嘴豆瘦牛粒口袋饼,,Screenshot_20240716_100345_com_x_66_y_14088_w_528_h_528.png,,,,
原味巴旦木仁,,Screenshot_20240716_100345_com_x_66_y_1648_w_528_h_528.png,,,,
蛤蜊蒸蛋,,Screenshot_20240715_225008_com_x_626_y_10786_w_528_h_528.png,,,,
西红柿炖牛肉,,Screenshot_20240716_095445_com_x_626_y_35852_w_528_h_528.png,,,,
洋蔥烤金针菇,,Screenshot_20240716_100345_com_x_66_y_28582_w_528_h_528.png,,,,
牛油果开放吐司,,Screenshot_20240716_100345_com_x_66_y_19048_w_528_h_528.png,,,,
脱脂牛奶+复合维生素,,Screenshot_20240715_225534_com_x_66_y_21866_w_528_h_528.png,,,,
西芹炒虾仁,,Screenshot_20240716_100040_com_x_626_y_2564_w_528_h_528.png,,,,
蒸山药,,Screenshot_20240715_225351_com_x_66_y_8496_w_528_h_528.png,,,,
秋葵蒸鸡蛋羹,,Screenshot_20240716_095700_com_x_626_y_986_w_528_h_528.png,,,,
清炒芥蓝,,Screenshot_20240716_095809_com_x_626_y_39410_w_528_h_528.png,,,,
全麦馒头/面包+减盐榨菜+苹果,,Screenshot_20240715_230224_com_x_626_y_34050_w_528_h_528.png,,,,
瓜片炒虾仁,,Screenshot_20240716_100040_com_x_626_y_31496_w_528_h_528.png,,,,
荷兰豆炒木耳,,Screenshot_20240716_095553_com_x_626_y_14608_w_528_h_528.png,,,,
清蒸黑鱼片,,Screenshot_20240715_225534_com_x_626_y_11040_w_528_h_528.png,,,,
火腿肉松三明治+拿铁+橙子,,Screenshot_20240716_095918_com_x_66_y_26210_w_528_h_528.png,,,,
煮鸡蛋,,Screenshot_20240715_225219_com_x_626_y_31172_w_528_h_528.png,,,,
生菜包龙利鱼,,Screenshot_20240716_095445_com_x_66_y_2478_w_528_h_528.png,,,,
疙瘩汤,,Screenshot_20240715_230007_com_x_66_y_24280_w_528_h_528.png,,,,
丝瓜炒鸡蛋,,Screenshot_20240716_100040_com_x_626_y_33211_w_528_h_528.png,,,,
番茄鱼片,,Screenshot_20240716_095809_com_x_626_y_4922_w_528_h_528.png,,,,
市售杂粮馒头,,Screenshot_20240715_225008_com_x_66_y_37714_w_528_h_528.png,,,,
西葫芦糊塌子,,Screenshot_20240716_095553_com_x_66_y_9124_w_528_h_528.png,,,,
凉拌西兰花,,Screenshot_20240716_095342_com_x_626_y_31430_w_528_h_528.png,,,,
番茄牛腩面,,Screenshot_20240716_095809_com_x_66_y_16168_w_528_h_528.png,,,,
桃子坚果酸奶杯,,Screenshot_20240715_225746_com_x_66_y_22446_w_528_h_528.png,,,,
苦瓜炒鸡蛋+全麦面包+牛奶,,Screenshot_20240716_095225_com_x_66_y_35076_w_528_h_528.png,,,,
拿铁咖啡,,Screenshot_20240716_095445_com_x_626_y_5814_w_528_h_528.png,,,,
菌菇冬瓜汤,,Screenshot_20240716_095553_com_x_626_y_27548_w_528_h_528.png,,,,
荞麦挂面+苹果,,Screenshot_20240715_230644_com_x_66_y_7510_w_528_h_528.png,,,,
土豆胡萝卜烧牛肉,,Screenshot_20240715_230429_com_x_626_y_4466_w_528_h_528.png,,,,
白菜拌豆腐丝,,Screenshot_20240715_230429_com_x_626_y_21996_w_528_h_528.png,,,,
山药炒荷兰豆,,Screenshot_20240716_095918_com_x_66_y_33906_w_528_h_528.png,,,,
角瓜鸡蛋饼,,Screenshot_20240715_230429_com_x_626_y_24140_w_528_h_528.png,,,,
平菇四季豆烧肉+大米小米饭,,Screenshot_20240716_095700_com_x_66_y_10094_w_528_h_528.png,,,,
番茄蛋捲,,Screenshot_20240715_225634_com_x_626_y_34202_w_528_h_528.png,,,,
鸡肉三明治+柚子,,Screenshot_20240715_224736_com_x_66_y_35956_w_528_h_528.png,,,,
三色藜麦饭,,Screenshot_20240716_100040_com_x_66_y_36160_w_528_h_528.png,,,,
脫脂牛奶,,Screenshot_20240715_230644_com_x_626_y_10316_w_528_h_528.png,,,,
红酒轻煎牛排,,Screenshot_20240716_100345_com_x_626_y_28582_w_528_h_528.png,,,,
清炒芥蓝,,Screenshot_20240716_100040_com_x_66_y_2564_w_528_h_528.png,,,,
冬瓜虾仁汤+坚果,,Screenshot_20240716_095225_com_x_626_y_19748_w_528_h_528.png,,,,
彩椒香菇肉片+白米饭+酸奶,,Screenshot_20240715_230007_com_x_66_y_22146_w_528_h_528.png,,,,
脱脂牛奶+复合维生素,,Screenshot_20240715_225008_com_x_66_y_14866_w_528_h_528.png,,,,
蒸玉米+煮鸡蛋+脱脂牛奶,,Screenshot_20240716_100040_com_x_626_y_5752_w_528_h_528.png,,,,
鸡蛋羹,,Screenshot_20240715_230429_com_x_66_y_16594_w_528_h_528.png,,,,
牛油果香蕉杯,,Screenshot_20240716_095809_com_x_626_y_33786_w_528_h_528.png,,,,
紫菜豆腐汤,,Screenshot_20240716_095809_com_x_626_y_31264_w_528_h_528.png,,,,
豇豆炒瘦肉+玉米,,Screenshot_20240715_225746_com_x_66_y_8520_w_528_h_528.png,,,,
苹果,,Screenshot_20240716_100040_com_x_626_y_30684_w_528_h_528.png,,,,
鸡蛋羹,,Screenshot_20240716_095809_com_x_626_y_23502_w_528_h_528.png,,,,
无盐茶叶蛋,,Screenshot_20240715_225008_com_x_626_y_14202_w_528_h_528.png,,,,
土豆豆角燜面,,Screenshot_20240716_095553_com_x_66_y_10982_w_528_h_528.png,,,,
无盐茶叶蛋,,Screenshot_20240715_225113_com_x_626_y_23466_w_528_h_528.png,,,,
紫米饭,,Screenshot_20240715_225634_com_x_66_y_12542_w_528_h_528.png,,,,
豆豉炒鸡丁,,Screenshot_20240715_230429_com_x_626_y_26510_w_528_h_528.png,,,,
时蔬沙拉杯,,Screenshot_20240716_100345_com_x_626_y_2460_w_528_h_528.png,,,,
糙米蔬菜鸡肉饭团,,Screenshot_20240715_225534_com_x_66_y_12513_w_528_h_528.png,,,,
凉拌菠菜,,Screenshot_20240715_225746_com_x_626_y_5646_w_528_h_528.png,,,,
清炒包菜,,Screenshot_20240715_224736_com_x_626_y_13564_w_528_h_528.png,,,,
猪肉炒胡萝卜,,Screenshot_20240715_225219_com_x_626_y_13441_w_528_h_528.png,,,,
脱脂牛奶+复合维生素,,Screenshot_20240715_225008_com_x_66_y_29182_w_528_h_528.png,,,,
葡萄柚100克,,Screenshot_20240716_100345_com_x_66_y_15564_w_528_h_528.png,,,,
加餐,,Screenshot_20240715_225534_com_x_66_y_31126_w_528_h_528.png,,,,
无糖酸奶+复合维生素,,Screenshot_20240715_225219_com_x_66_y_10030_w_528_h_528.png,,,,
牛肉片芦笋卷+巴旦木+猕猴桃,,Screenshot_20240716_095445_com_x_66_y_14468_w_528_h_528.png,,,,
加餐,,Screenshot_20240715_225351_com_x_66_y_27470_w_528_h_528.png,,,,
香菇肉丝粥+凉拌裙带菜,,Screenshot_20240716_095700_com_x_66_y_6470_w_528_h_528.png,,,,
羽衣甘蓝花生奶昔,,Screenshot_20240716_100345_com_x_66_y_25334_w_528_h_528.png,,,,
黑椒牛肉杏鲍菇,,Screenshot_20240715_225351_com_x_626_y_24953_w_528_h_528.png,,,,
加餐,,Screenshot_20240715_225351_com_x_66_y_6556_w_528_h_528.png,,,,
酱牛肉,,Screenshot_20240716_100040_com_x_626_y_6634_w_528_h_528.png,,,,
油煮菜心,,Screenshot_20240715_230224_com_x_66_y_23698_w_528_h_528.png,,,,
紫米饭,,Screenshot_20240716_095809_com_x_66_y_10544_w_528_h_528.png,,,,
三色杂粮饭,,Screenshot_20240716_095342_com_x_626_y_23284_w_528_h_528.png,,,,
青椒炒虾仁,,Screenshot_20240716_095809_com_x_626_y_10544_w_528_h_528.png,,,,
双椒炒肉,,Screenshot_20240716_095342_com_x_66_y_23284_w_528_h_528.png,,,,
八宝粥,,Screenshot_20240715_225634_com_x_626_y_20128_w_528_h_528.png,,,,
酸奶西多士,,Screenshot_20240716_095918_com_x_66_y_7244_w_528_h_528.png,,,,
花菜蛋炒饭,,Screenshot_20240716_100345_com_x_626_y_4748_w_528_h_528.png,,,,
四季豆木耳炖鸡腿+红豆饭,,Screenshot_20240716_095225_com_x_66_y_2534_w_528_h_528.png,,,,
芹菜牛肉涼麵,,Screenshot_20240716_095342_com_x_66_y_32248_w_528_h_528.png,,,,
糙米饭,,Screenshot_20240716_095918_com_x_66_y_36046_w_528_h_528.png,,,,
五香煮花毛,,Screenshot_20240715_230326_com_x_66_y_15766_w_528_h_528.png,,,,
全麦日式大阪烧+人参果+无糖酸奶,,Screenshot_20240715_224736_com_x_66_y_17102_w_528_h_528.png,,,,
炖素三鲜,,Screenshot_20240715_230224_com_x_66_y_11786_w_528_h_528.png,,,,
素炒豆芽,,Screenshot_20240716_095809_com_x_66_y_28742_w_528_h_528.png,,,,
1人小火锅,,Screenshot_20240716_095809_com_x_66_y_8920_w_528_h_528.png,,,,
牛奶燕麦,,Screenshot_20240716_095809_com_x_66_y_12256_w_528_h_528.png,,,,
红豆薏米粥,,Screenshot_20240715_230115_com_x_66_y_27504_w_528_h_528.png,,,,
荷塘小炒,,Screenshot_20240715_225008_com_x_66_y_11450_w_528_h_528.png,,,,
小米藜麦粥,,Screenshot_20240715_225634_com_x_626_y_31326_w_528_h_528.png,,,,
苹果全麦煎饼,,Screenshot_20240715_230224_com_x_66_y_13930_w_528_h_528.png,,,,
五彩拌菜,,Screenshot_20240715_225746_com_x_66_y_10582_w_528_h_528.png,,,,
清炒苋菜+红薯荞麦米饭,,Screenshot_20240716_095700_com_x_626_y_21488_w_528_h_528.png,,,,
炒鸡蛋,,Screenshot_20240716_100040_com_x_626_y_1020_w_528_h_528.png,,,,
清炒豌豆苗,,Screenshot_20240716_095700_com_x_626_y_24302_w_528_h_528.png,,,,
苹果,,Screenshot_20240715_230326_com_x_626_y_30184_w_528_h_528.png,,,,
炒韭菜,,Screenshot_20240716_095809_com_x_66_y_5586_w_528_h_528.png,,,,
胚芽土豆牛奶蛋羹+海苔+番茄+酸奶,,Screenshot_20240715_230326_com_x_66_y_2078_w_528_h_528.png,,,,
涼拌菜,,Screenshot_20240716_095445_com_x_626_y_1002_w_528_h_528.png,,,,
菠菜豆腐汤+黑米饭,,Screenshot_20240716_095225_com_x_66_y_39442_w_528_h_528.png,,,,
金针菇拌魔芋丝,,Screenshot_20240716_100040_com_x_626_y_27498_w_528_h_528.png,,,,
彩豆杂粮饭+猕猴桃,,Screenshot_20240716_095918_com_x_66_y_20282_w_528_h_528.png,,,,
鸭胸炖土豆,,Screenshot_20240716_095225_com_x_66_y_24328_w_528_h_528.png,,,,
鸡腿蘑菇炖油菜+红豆饭+菠萝,,Screenshot_20240716_095553_com_x_66_y_13724_w_528_h_528.png,,,,
小米藜麦饭+小白菜炖豆腐+草莓,,Screenshot_20240715_230115_com_x_66_y_6692_w_528_h_528.png,,,,
牛奶,,Screenshot_20240716_095700_com_x_66_y_35332_w_528_h_528.png,,,,
蒜香口蘑牛肉粒,,Screenshot_20240716_100345_com_x_66_y_8230_w_528_h_528.png,,,,
剁椒蒸豆腐,,Screenshot_20240716_095445_com_x_66_y_19492_w_528_h_528.png,,,,
凉拌三丝,,Screenshot_20240716_095918_com_x_626_y_16656_w_528_h_528.png,,,,
蚝油生菜+煎鸡蛋,,Screenshot_20240716_095225_com_x_626_y_32334_w_528_h_528.png,,,,
虾仁拌芹菜,,Screenshot_20240715_230326_com_x_66_y_25016_w_528_h_528.png,,,,
清炒豌豆苗,,Screenshot_20240715_230326_com_x_66_y_32542_w_528_h_528.png,,,,
山药饼+腰果+蓝莓,,Screenshot_20240716_095445_com_x_626_y_28750_w_528_h_528.png,,,,
彩椒炒牛肉+杂豆饭,,Screenshot_20240716_095700_com_x_66_y_7352_w_528_h_528.png,,,,
苦瓜炒鸡蛋,,Screenshot_20240716_100214_com_x_626_y_19066_w_528_h_528.png,,,,
市售全麦馒头+脱脂牛奶,,Screenshot_20240716_100040_com_x_66_y_1682_w_528_h_528.png,,,,
红豆薏米粥,,Screenshot_20240715_230115_com_x_626_y_25366_w_528_h_528.png,,,,
清炒豌豆苗,,Screenshot_20240716_100040_com_x_66_y_32169_w_528_h_528.png,,,,
全麦馒头,,Screenshot_20240716_100214_com_x_66_y_20535_w_528_h_528.png,,,,
菠菜拌金针菇,,Screenshot_20240715_225534_com_x_66_y_36100_w_528_h_528.png,,,,
清蒸鲈鱼,,Screenshot_20240715_225351_com_x_626_y_17460_w_528_h_528.png,,,,
金枪鱼蔬菜沙拉,,Screenshot_20240715_225008_com_x_626_y_30888_w_528_h_528.png,,,,
清炒芥蓝,,Screenshot_20240715_230531_com_x_66_y_11518_w_528_h_528.png,,,,
煎三文鱼,,Screenshot_20240716_095918_com_x_626_y_35382_w_528_h_528.png,,,,
角瓜鸡蛋饼,,Screenshot_20240716_100214_com_x_626_y_14402_w_528_h_528.png,,,,
萝卜玉米排骨汤,,Screenshot_20240716_095225_com_x_66_y_35960_w_528_h_528.png,,,,
加餐,,Screenshot_20240715_225634_com_x_66_y_13354_w_528_h_528.png,,,,
蒸山药+绿豆粥+芦笋炒虾仁,,Screenshot_20240715_230115_com_x_66_y_9778_w_528_h_528.png,,,,
燕麦米饭,,Screenshot_20240716_100214_com_x_66_y_8034_w_528_h_528.png,,,,
红豆米饭,,Screenshot_20240716_100040_com_x_66_y_4704_w_528_h_528.png,,,,
小白菜魔芋丝豆腐汤,,Screenshot_20240716_100214_com_x_66_y_8692_w_528_h_528.png,,,,
煮玉米+豆腐虾仁汤+蒜蓉娃娃菜,,Screenshot_20240716_095553_com_x_66_y_21780_w_528_h_528.png,,,,
娃娃菜豆腐丝牛肉汤+紫米馒头,,Screenshot_20240716_095700_com_x_66_y_22372_w_528_h_528.png,,,,
红烧鸡块,,Screenshot_20240715_225634_com_x_626_y_10170_w_528_h_528.png,,,,
西梅,,Screenshot_20240715_225847_com_x_66_y_15484_w_528_h_528.png,,,,
低脂纯牛奶或鲜牛奶,,Screenshot_20240715_225847_com_x_626_y_19332_w_528_h_528.png,,,,
魔芋丝拌菠菜木耳,,Screenshot_20240715_230531_com_x_66_y_16694_w_528_h_528.png,,,,
无糖酸奶+黄瓜,,Screenshot_20240715_230531_com_x_626_y_19134_w_528_h_528.png,,,,
杂粮煎饼+板栗+荷包蛋,,Screenshot_20240715_230115_com_x_66_y_4926_w_528_h_528.png,,,,
蔥爆羊肉,,Screenshot_20240716_095225_com_x_626_y_39442_w_528_h_528.png,,,,
番茄鳕鱼煲,,Screenshot_20240715_224736_com_x_626_y_31020_w_528_h_528.png,,,,
葡萄,,Screenshot_20240716_095445_com_x_66_y_8914_w_528_h_528.png,,,,
秋葵炒瘦肉片,,Screenshot_20240716_095700_com_x_626_y_1798_w_528_h_528.png,,,,
蒸鲳鱼,,Screenshot_20240715_225634_com_x_66_y_23002_w_528_h_528.png,,,,
凉拌三丝,,Screenshot_20240716_095809_com_x_626_y_29788_w_528_h_528.png,,,,
蒜蓉茼蒿,,Screenshot_20240716_095918_com_x_66_y_33022_w_528_h_528.png,,,,
彩椒杏鲍菇,,Screenshot_20240715_230531_com_x_66_y_13888_w_528_h_528.png,,,,
土豆木耳小白菜拌豆腐,,Screenshot_20240715_230326_com_x_626_y_8366_w_528_h_528.png,,,,
凉拌黄瓜,,Screenshot_20240715_225634_com_x_66_y_5052_w_528_h_528.png,,,,
鲜虾玉子豆腐,,Screenshot_20240715_225113_com_x_626_y_6628_w_528_h_528.png,,,,
市售荞麦馒头,,Screenshot_20240715_225534_com_x_66_y_35436_w_528_h_528.png,,,,
蒸西兰花煮蛋沙拉,,Screenshot_20240715_230224_com_x_626_y_20146_w_528_h_528.png,,,,
豆芽炒香干肉丝,,Screenshot_20240716_095445_com_x_626_y_7290_w_528_h_528.png,,,,
香菇油菜,,Screenshot_20240715_225113_com_x_626_y_33321_w_528_h_528.png,,,,
南瓜奶昔,,Screenshot_20240716_095225_com_x_66_y_32334_w_528_h_528.png,,,,
香菇菜心,,Screenshot_20240715_225113_com_x_66_y_4918_w_528_h_528.png,,,,
紫米粥,,Screenshot_20240715_225219_com_x_66_y_1876_w_528_h_528.png,,,,
无糖酸奶,,Screenshot_20240716_095809_com_x_66_y_15356_w_528_h_528.png,,,,
香煎鸡胸肉,,Screenshot_20240716_095918_com_x_626_y_33906_w_528_h_528.png,,,,
鴨胗面,,Screenshot_20240716_100214_com_x_66_y_29350_w_528_h_528.png,,,,
脫脂牛奶,,Screenshot_20240716_100214_com_x_626_y_15066_w_528_h_528.png,,,,
香干炒香芹,,Screenshot_20240715_225847_com_x_66_y_25112_w_528_h_528.png,,,,
蒜香豌豆苗,,Screenshot_20240716_095445_com_x_626_y_29562_w_528_h_528.png,,,,
娃娃菜炒木耳+海带豆腐汤+花卷,,Screenshot_20240715_230007_com_x_66_y_10824_w_528_h_528.png,,,,
油煮酱牛肉小白菜,,Screenshot_20240715_230326_com_x_626_y_11848_w_528_h_528.png,,,,
牛油果香蕉杯,,Screenshot_20240715_224736_com_x_626_y_35956_w_528_h_528.png,,,,
鸭血魔芋丝豆腐汤,,Screenshot_20240716_100214_com_x_626_y_21205_w_528_h_528.png,,,,
韭菜炒豆干,,Screenshot_20240716_095553_com_x_66_y_3426_w_528_h_528.png,,,,
米饭,,Screenshot_20240715_225746_com_x_66_y_38954_w_528_h_528.png,,,,
加餐,,Screenshot_20240715_225634_com_x_66_y_5864_w_528_h_528.png,,,,
山药坚果酸奶+蒸蛋,,Screenshot_20240715_225634_com_x_626_y_28452_w_528_h_528.png,,,,
香煎鳕鱼+清炒小白菜,,Screenshot_20240716_095700_com_x_626_y_4610_w_528_h_528.png,,,,
豆角粉蒸肉,,Screenshot_20240715_230224_com_x_626_y_31244_w_528_h_528.png,,,,
蒸蛋羹,,Screenshot_20240715_225534_com_x_626_y_21202_w_528_h_528.png,,,,
口蘑芦笋虾仁,,Screenshot_20240716_095918_com_x_626_y_31904_w_528_h_528.png,,,,
杏鲍菇蔬菜丁,,Screenshot_20240716_095445_com_x_66_y_23634_w_528_h_528.png,,,,
香蕉烤吐司,,Screenshot_20240716_095342_com_x_66_y_25142_w_528_h_528.png,,,,
蔬菜鸡蛋饼,,Screenshot_20240716_095225_com_x_626_y_12618_w_528_h_528.png,,,,
清蒸带鱼,,Screenshot_20240716_095225_com_x_626_y_10760_w_528_h_528.png,,,,
草莓,,Screenshot_20240716_095700_com_x_66_y_30520_w_528_h_528.png,,,,
脱脂纯牛奶或鲜牛奶,,Screenshot_20240715_225746_com_x_626_y_38290_w_528_h_528.png,,,,
燕麦牛奶蛋饼,,Screenshot_20240715_225634_com_x_626_y_24916_w_528_h_528.png,,,,
煎鸡翅+红薯,,Screenshot_20240715_224736_com_x_626_y_33894_w_528_h_528.png,,,,
虾皮紫菜汤,,Screenshot_20240715_225847_com_x_66_y_17190_w_528_h_528.png,,,,
三色虾仁拌面,,Screenshot_20240716_095342_com_x_66_y_7132_w_528_h_528.png,,,,
治愈番茄牛肉汤,,Screenshot_20240716_095445_com_x_66_y_12538_w_528_h_528.png,,,,
洋蔥炒牛肉+黑芝麻燕麦饭,,Screenshot_20240716_095225_com_x_66_y_18844_w_528_h_528.png,,,,
炒芸豆丝,,Screenshot_20240715_230531_com_x_66_y_28384_w_528_h_528.png,,,,
鸡丝炒蘑菇,,Screenshot_20240715_230429_com_x_626_y_13788_w_528_h_528.png,,,,
秋葵炒木耳,,Screenshot_20240715_230429_com_x_66_y_5125_w_528_h_528.png,,,,
市售杂粮馒头,,Screenshot_20240715_225351_com_x_66_y_4268_w_528_h_528.png,,,,
煎带鱼,,Screenshot_20240716_100040_com_x_626_y_16844_w_528_h_528.png,,,,
馒头+炝炒圆白菜+鸭血豆腐汤,,Screenshot_20240716_095553_com_x_66_y_23780_w_528_h_528.png,,,,
彩色烤蔬菜+烤小土豆,,Screenshot_20240715_225746_com_x_626_y_6896_w_528_h_528.png,,,,
巴旦木紫薯奶昔,,Screenshot_20240716_095342_com_x_66_y_21808_w_528_h_528.png,,,,
市售玉米窝窝,,Screenshot_20240715_225219_com_x_66_y_9366_w_528_h_528.png,,,,
亚麻籽燕麦黑豆浆1份+全脂酸奶,,Screenshot_20240715_230224_com_x_66_y_21922_w_528_h_528.png,,,,
李子午餐,,Screenshot_20240716_095700_com_x_66_y_36180_w_528_h_528.png,,,,
牛奶燕麦粥+水煮鸡蛋,,Screenshot_20240715_230007_com_x_66_y_12144_w_528_h_528.png,,,,
燕麦南瓜粥,,Screenshot_20240716_095342_com_x_626_y_18474_w_528_h_528.png,,,,
柠檬鸡丝,,Screenshot_20240715_225113_com_x_626_y_19902_w_528_h_528.png,,,,
彩椒杏鲍菇,,Screenshot_20240715_230007_com_x_66_y_3804_w_528_h_528.png,,,,
豆角烧茄子,,Screenshot_20240716_095225_com_x_626_y_27070_w_528_h_528.png,,,,
茼蒿炒白玉菇,,Screenshot_20240715_230429_com_x_66_y_19629_w_528_h_528.png,,,,
燕麦米饭,,Screenshot_20240716_100040_com_x_66_y_27502_w_528_h_528.png,,,,
蔬菜鸡蛋饼+手掰甜椒+脱脂牛奶,,Screenshot_20240716_095553_com_x_66_y_28594_w_528_h_528.png,,,,
橄榄油黑椒芦笋+腰果+苹果,,Screenshot_20240716_095445_com_x_626_y_11656_w_528_h_528.png,,,,
果仁菠菜+牛奶咖啡+水煮鸡蛋,,Screenshot_20240715_230115_com_x_626_y_27514_w_528_h_528.png,,,,
小米银耳粥+清炒白萝卜丝,,Screenshot_20240716_095553_com_x_626_y_36438_w_528_h_528.png,,,,
凉拌三丝,,Screenshot_20240716_095225_com_x_626_y_5276_w_528_h_528.png,,,,
